receipt_id,po_id,receipt_week,item_id,location_id,supplier_id,qty_received
RCPT0001794,PO0001856,2024-06-14,SKU031,NCR_WH,SUP06,363
RCPT0001795,PO0001855,2024-06-21,SKU031,NCR_WH,SUP01,318
RCPT0001796,PO0001858,2024-12-06,SKU031,NCR_WH,SUP06,352
RCPT0001797,PO0001857,2024-12-20,SKU031,NCR_WH,SUP01,309
RCPT0001798,PO0001859,2025-02-21,SKU031,NCR_WH,SUP06,338
RCPT0001799,PO0001860,2025-03-21,SKU031,NCR_WH,SUP06,337
RCPT0001800,PO0001861,2025-05-02,SKU031,NCR_WH,SUP01,313
RCPT0001801,PO0001862,2025-05-02,SKU031,NCR_WH,SUP06,402
RCPT0001802,PO0001863,2025-05-02,SKU031,NCR_WH,SUP06,438
RCPT0001803,PO0001865,2025-08-22,SKU031,NCR_WH,SUP06,337
RCPT0001804,PO0001864,2025-09-12,SKU031,NCR_WH,SUP01,283
RCPT0001805,PO0001866,2025-11-21,SKU031,NCR_WH,SUP01,328
RCPT0001806,PO0001867,2025-11-21,SKU031,NCR_WH,SUP06,386
RCPT0001807,PO0001868,2025-11-21,SKU031,NCR_WH,SUP06,435
RCPT0001808,PO0001869,2022-12-16,SKU031,BOM_WH,SUP06,373
RCPT0001809,PO0001870,2023-08-18,SKU031,BOM_WH,SUP06,278
RCPT0001810,PO0001871,2023-09-01,SKU031,BOM_WH,SUP06,288
RCPT0001811,PO0001872,2024-03-22,SKU031,BOM_WH,SUP06,293
RCPT0001812,PO0001873,2024-04-12,SKU031,BOM_WH,SUP01,334
RCPT0001813,PO0001874,2024-08-09,SKU031,BOM_WH,SUP06,290
RCPT0001814,PO0001875,2024-08-16,SKU031,BOM_WH,SUP06,310
RCPT0001815,PO0001876,2025-01-24,SKU031,BOM_WH,SUP01,288
RCPT0001816,PO0001877,2025-01-24,SKU031,BOM_WH,SUP06,327
RCPT0001817,PO0001878,2025-01-24,SKU031,BOM_WH,SUP06,364
RCPT0001818,PO0001879,2025-06-27,SKU031,BOM_WH,SUP01,313
RCPT0001819,PO0001880,2025-06-27,SKU031,BOM_WH,SUP06,359
RCPT0001820,PO0001881,2025-07-11,SKU031,BOM_WH,SUP01,414
RCPT0001821,PO0001882,2022-12-30,SKU032,BLR_WH,SUP10,266
RCPT0001822,PO0001883,2022-12-30,SKU032,BLR_WH,SUP10,306
RCPT0001823,PO0001884,2023-01-06,SKU032,BLR_WH,SUP10,347
RCPT0001824,PO0001885,2023-05-05,SKU032,BLR_WH,SUP10,249
RCPT0001825,PO0001886,2023-05-12,SKU032,BLR_WH,SUP10,300
RCPT0001826,PO0001887,2023-08-11,SKU032,BLR_WH,SUP04,248
RCPT0001827,PO0001889,2023-08-11,SKU032,BLR_WH,SUP10,326
RCPT0001828,PO0001888,2023-08-25,SKU032,BLR_WH,SUP04,280
RCPT0001829,PO0001890,2023-08-25,SKU032,BLR_WH,SUP10,360
RCPT0001830,PO0001891,2024-02-23,SKU032,BLR_WH,SUP10,264
RCPT0001831,PO0001892,2024-02-23,SKU032,BLR_WH,SUP10,314
RCPT0001832,PO0001893,2024-03-08,SKU032,BLR_WH,SUP10,362
RCPT0001833,PO0001894,2024-06-14,SKU032,BLR_WH,SUP10,237
RCPT0001834,PO0001895,2024-06-28,SKU032,BLR_WH,SUP04,292
RCPT0001835,PO0001896,2024-07-05,SKU032,BLR_WH,SUP04,345
RCPT0001836,PO0001897,2024-11-08,SKU032,BLR_WH,SUP04,267
RCPT0001837,PO0001898,2024-11-15,SKU032,BLR_WH,SUP10,304
RCPT0001838,PO0001899,2024-11-22,SKU032,BLR_WH,SUP10,335
RCPT0001839,PO0001902,2025-03-14,SKU032,BLR_WH,SUP10,362
RCPT0001840,PO0001901,2025-03-21,SKU032,BLR_WH,SUP04,328
RCPT0001841,PO0001900,2025-03-28,SKU032,BLR_WH,SUP10,265
RCPT0001842,PO0001903,2025-07-04,SKU032,BLR_WH,SUP10,262
RCPT0001843,PO0001904,2025-08-15,SKU032,BLR_WH,SUP10,254
RCPT0001844,PO0001905,2025-08-15,SKU032,BLR_WH,SUP10,301
RCPT0001845,PO0001907,2025-12-05,SKU032,BLR_WH,SUP10,307
RCPT0001846,PO0001910,2023-03-03,SKU032,MAA_WH,SUP10,230
RCPT0001847,PO0001911,2023-03-17,SKU032,MAA_WH,SUP04,263
RCPT0001848,PO0001912,2023-08-18,SKU032,MAA_WH,SUP10,230
RCPT0001849,PO0001913,2023-08-18,SKU032,MAA_WH,SUP10,243
RCPT0001850,PO0001914,2023-08-18,SKU032,MAA_WH,SUP10,262
RCPT0001851,PO0001915,2023-08-25,SKU032,MAA_WH,SUP10,275
RCPT0001852,PO0001916,2024-07-19,SKU032,MAA_WH,SUP10,236
RCPT0001853,PO0001917,2024-07-26,SKU032,MAA_WH,SUP10,259
RCPT0001854,PO0001918,2025-01-24,SKU032,MAA_WH,SUP10,231
RCPT0001855,PO0001919,2025-01-24,SKU032,MAA_WH,SUP10,252
RCPT0001856,PO0001920,2025-06-13,SKU032,MAA_WH,SUP10,250
RCPT0001857,PO0001921,2025-06-27,SKU032,MAA_WH,SUP04,268
RCPT0001858,PO0001923,2022-12-30,SKU032,NCR_WH,SUP10,238
RCPT0001859,PO0001924,2023-01-13,SKU032,NCR_WH,SUP10,271
RCPT0001860,PO0001925,2023-03-17,SKU032,NCR_WH,SUP04,268
RCPT0001861,PO0001926,2023-03-31,SKU032,NCR_WH,SUP10,326
RCPT0001862,PO0001928,2023-06-09,SKU032,NCR_WH,SUP10,307
RCPT0001863,PO0001927,2023-06-16,SKU032,NCR_WH,SUP10,248
RCPT0001864,PO0001929,2023-06-30,SKU032,NCR_WH,SUP10,362
RCPT0001865,PO0001930,2023-10-27,SKU032,NCR_WH,SUP10,234
RCPT0001866,PO0001931,2023-11-03,SKU032,NCR_WH,SUP10,266
RCPT0001867,PO0001932,2024-01-12,SKU032,NCR_WH,SUP10,235
RCPT0001868,PO0001933,2024-02-16,SKU032,NCR_WH,SUP10,242
RCPT0001869,PO0001934,2024-03-01,SKU032,NCR_WH,SUP10,295
RCPT0001870,PO0001935,2024-05-03,SKU032,NCR_WH,SUP10,230
RCPT0001871,PO0001936,2024-05-10,SKU032,NCR_WH,SUP04,292
RCPT0001872,PO0001937,2024-05-10,SKU032,NCR_WH,SUP10,350
RCPT0001873,PO0001938,2024-08-30,SKU032,NCR_WH,SUP10,274
RCPT0001874,PO0001939,2024-09-13,SKU032,NCR_WH,SUP04,311
RCPT0001875,PO0001940,2024-11-29,SKU032,NCR_WH,SUP10,245
RCPT0001876,PO0001941,2024-12-27,SKU032,NCR_WH,SUP04,283
RCPT0001877,PO0001942,2025-02-07,SKU032,NCR_WH,SUP10,266
RCPT0001878,PO0001943,2025-03-21,SKU032,NCR_WH,SUP04,235
RCPT0001879,PO0001945,2025-03-21,SKU032,NCR_WH,SUP10,362
RCPT0001880,PO0001944,2025-03-28,SKU032,NCR_WH,SUP10,294
RCPT0001881,PO0001947,2025-06-27,SKU032,NCR_WH,SUP10,290
RCPT0001882,PO0001946,2025-07-11,SKU032,NCR_WH,SUP04,251
RCPT0001883,PO0001948,2025-10-03,SKU032,NCR_WH,SUP10,241
RCPT0001884,PO0001949,2025-10-03,SKU032,NCR_WH,SUP04,280
RCPT0001885,PO0001950,2025-10-03,SKU032,NCR_WH,SUP10,332
RCPT0001886,PO0001951,2025-10-10,SKU032,NCR_WH,SUP10,362
RCPT0001887,PO0001952,2023-03-24,SKU032,BOM_WH,SUP10,234
RCPT0001888,PO0001953,2023-03-24,SKU032,BOM_WH,SUP04,245
RCPT0001889,PO0001954,2023-04-07,SKU032,BOM_WH,SUP10,260
RCPT0001890,PO0001956,2024-08-09,SKU032,BOM_WH,SUP10,247
RCPT0001891,PO0001957,2024-08-09,SKU032,BOM_WH,SUP10,257
RCPT0001892,PO0001955,2024-08-16,SKU032,BOM_WH,SUP04,236
RCPT0001893,PO0001958,2024-10-18,SKU033,BLR_WH,SUP02,205
RCPT0001894,PO0001959,2024-10-25,SKU033,BLR_WH,SUP06,210
RCPT0001895,PO0001960,2025-01-24,SKU033,MAA_WH,SUP06,202
RCPT0001896,PO0001961,2025-01-31,SKU033,MAA_WH,SUP06,206
RCPT0001897,PO0001962,2024-08-16,SKU033,NCR_WH,SUP06,204
RCPT0001898,PO0001963,2024-08-23,SKU033,NCR_WH,SUP06,209
RCPT0001899,PO0001964,2022-12-23,SKU033,BOM_WH,SUP06,220
RCPT0001900,PO0001965,2022-12-23,SKU033,BOM_WH,SUP06,220
RCPT0001901,PO0001966,2024-11-01,SKU034,BLR_WH,SUP04,254
RCPT0001902,PO0001967,2024-11-01,SKU034,BLR_WH,SUP03,292
RCPT0001903,PO0001968,2024-11-15,SKU034,BLR_WH,SUP03,333
RCPT0001904,PO0001969,2025-02-07,SKU034,BLR_WH,SUP04,240
RCPT0001905,PO0001970,2025-02-07,SKU034,BLR_WH,SUP03,322
RCPT0001906,PO0001971,2025-02-07,SKU034,BLR_WH,SUP03,382
RCPT0001907,PO0001972,2025-02-21,SKU034,BLR_WH,SUP03,382
RCPT0001908,PO0001973,2025-06-27,SKU034,BLR_WH,SUP03,241
RCPT0001909,PO0001974,2025-07-04,SKU034,BLR_WH,SUP03,322
RCPT0001910,PO0001975,2025-07-11,SKU034,BLR_WH,SUP04,382
RCPT0001911,PO0001976,2025-11-28,SKU034,BLR_WH,SUP03,236
RCPT0001912,PO0001977,2025-12-05,SKU034,BLR_WH,SUP03,285
RCPT0001913,PO0001978,2025-12-05,SKU034,BLR_WH,SUP03,345
RCPT0001914,PO0001980,2024-10-25,SKU034,MAA_WH,SUP03,238
RCPT0001915,PO0001981,2024-11-08,SKU034,MAA_WH,SUP03,260
RCPT0001916,PO0001982,2025-01-31,SKU034,MAA_WH,SUP03,281
RCPT0001917,PO0001983,2025-02-07,SKU034,MAA_WH,SUP03,339
RCPT0001918,PO0001984,2025-02-07,SKU034,MAA_WH,SUP03,379
RCPT0001919,PO0001985,2025-07-04,SKU034,MAA_WH,SUP03,223
RCPT0001920,PO0001986,2025-07-18,SKU034,MAA_WH,SUP03,272
RCPT0001921,PO0001987,2025-07-25,SKU034,MAA_WH,SUP04,312
RCPT0001922,PO0001989,2024-11-22,SKU034,NCR_WH,SUP03,229
RCPT0001923,PO0001991,2024-11-29,SKU034,NCR_WH,SUP03,256
RCPT0001924,PO0001990,2024-12-06,SKU034,NCR_WH,SUP03,244
RCPT0001925,PO0001992,2025-10-03,SKU034,NCR_WH,SUP04,225
RCPT0001926,PO0001993,2025-10-10,SKU034,NCR_WH,SUP10,236
RCPT0001927,PO0001994,2025-10-17,SKU034,NCR_WH,SUP04,245
RCPT0001928,PO0001996,2025-01-03,SKU034,BOM_WH,SUP03,254
RCPT0001929,PO0001995,2025-01-10,SKU034,BOM_WH,SUP04,232
RCPT0001930,PO0001997,2025-01-10,SKU034,BOM_WH,SUP10,273
RCPT0001931,PO0002002,2024-09-13,SKU035,BLR_WH,SUP07,121
RCPT0001932,PO0002003,2024-09-20,SKU035,BLR_WH,SUP07,128
RCPT0001933,PO0002004,2024-10-04,SKU035,BLR_WH,SUP07,132
RCPT0001934,PO0002005,2025-06-27,SKU035,BLR_WH,SUP07,123
RCPT0001935,PO0002006,2025-07-04,SKU035,BLR_WH,SUP07,136
RCPT0001936,PO0002007,2025-07-11,SKU035,BLR_WH,SUP07,146
RCPT0001937,PO0002008,2024-02-02,SKU035,MAA_WH,SUP07,120
RCPT0001938,PO0002009,2024-02-09,SKU035,MAA_WH,SUP07,132
RCPT0001939,PO0002010,2024-02-23,SKU035,MAA_WH,SUP07,142
RCPT0001940,PO0002011,2024-12-27,SKU035,MAA_WH,SUP07,121
RCPT0001941,PO0002012,2025-01-10,SKU035,MAA_WH,SUP07,131
RCPT0001942,PO0002013,2025-07-04,SKU035,MAA_WH,SUP07,126
RCPT0001943,PO0002014,2025-07-11,SKU035,MAA_WH,SUP07,137
RCPT0001944,PO0002015,2025-07-18,SKU035,MAA_WH,SUP07,148
RCPT0001945,PO0002016,2024-01-19,SKU035,NCR_WH,SUP07,137
RCPT0001946,PO0002017,2024-01-26,SKU035,NCR_WH,SUP07,177
RCPT0001947,PO0002018,2024-02-02,SKU035,NCR_WH,SUP07,179
RCPT0001948,PO0002019,2024-05-17,SKU035,NCR_WH,SUP07,134
RCPT0001949,PO0002020,2024-05-17,SKU035,NCR_WH,SUP07,174
RCPT0001950,PO0002021,2024-05-31,SKU035,NCR_WH,SUP07,179
RCPT0001951,PO0002022,2024-09-13,SKU035,NCR_WH,SUP07,129
RCPT0001952,PO0002023,2024-09-20,SKU035,NCR_WH,SUP07,145
RCPT0001953,PO0002024,2024-09-27,SKU035,NCR_WH,SUP07,160
RCPT0001954,PO0002025,2025-01-03,SKU035,NCR_WH,SUP07,129
RCPT0001955,PO0002026,2025-01-03,SKU035,NCR_WH,SUP07,164
RCPT0001956,PO0002027,2025-01-10,SKU035,NCR_WH,SUP07,179
RCPT0001957,PO0002028,2025-04-11,SKU035,NCR_WH,SUP07,143
RCPT0001958,PO0002029,2025-04-25,SKU035,NCR_WH,SUP07,171
RCPT0001959,PO0002030,2025-06-13,SKU035,NCR_WH,SUP07,136
RCPT0001960,PO0002031,2025-07-04,SKU035,NCR_WH,SUP07,179
RCPT0001961,PO0002032,2025-07-11,SKU035,NCR_WH,SUP07,126
RCPT0001962,PO0002033,2025-07-18,SKU035,NCR_WH,SUP07,168
RCPT0001963,PO0002034,2025-11-28,SKU035,NCR_WH,SUP07,122
RCPT0001964,PO0002035,2025-12-05,SKU035,NCR_WH,SUP07,153
RCPT0001965,PO0002036,2024-01-19,SKU035,BOM_WH,SUP07,171
RCPT0001966,PO0002037,2024-02-02,SKU035,BOM_WH,SUP07,179
RCPT0001967,PO0002038,2024-02-09,SKU035,BOM_WH,SUP07,132
RCPT0001968,PO0002039,2024-04-12,SKU035,BOM_WH,SUP07,123
RCPT0001969,PO0002040,2024-04-12,SKU035,BOM_WH,SUP07,159
RCPT0001970,PO0002041,2024-04-19,SKU035,BOM_WH,SUP07,179
RCPT0001971,PO0002042,2024-06-21,SKU035,BOM_WH,SUP07,133
RCPT0001972,PO0002043,2024-06-21,SKU035,BOM_WH,SUP07,179
RCPT0001973,PO0002044,2024-07-12,SKU035,BOM_WH,SUP07,179
RCPT0001974,PO0002045,2024-10-11,SKU035,BOM_WH,SUP07,127
RCPT0001975,PO0002046,2024-10-11,SKU035,BOM_WH,SUP07,155
RCPT0001976,PO0002047,2024-10-18,SKU035,BOM_WH,SUP07,179
RCPT0001977,PO0002048,2024-10-25,SKU035,BOM_WH,SUP07,179
RCPT0001978,PO0002049,2025-01-24,SKU035,BOM_WH,SUP07,138
RCPT0001979,PO0002050,2025-01-31,SKU035,BOM_WH,SUP07,178
RCPT0001980,PO0002051,2025-01-31,SKU035,BOM_WH,SUP07,179
RCPT0001981,PO0002052,2025-01-31,SKU035,BOM_WH,SUP07,179
RCPT0001982,PO0002053,2025-05-16,SKU035,BOM_WH,SUP07,121
RCPT0001983,PO0002054,2025-05-16,SKU035,BOM_WH,SUP07,179
RCPT0001984,PO0002055,2025-05-23,SKU035,BOM_WH,SUP07,179
RCPT0001985,PO0002056,2025-07-18,SKU035,BOM_WH,SUP07,139
RCPT0001986,PO0002057,2025-07-25,SKU035,BOM_WH,SUP07,177
RCPT0001987,PO0002058,2025-10-10,SKU035,BOM_WH,SUP07,144
RCPT0001988,PO0002059,2025-10-10,SKU035,BOM_WH,SUP07,179
RCPT0001989,PO0002060,2025-10-17,SKU035,BOM_WH,SUP07,179
RCPT0001990,PO0002061,2022-12-30,SKU036,BLR_WH,SUP03,212
RCPT0001991,PO0002062,2022-12-30,SKU036,BLR_WH,SUP03,216
RCPT0001992,PO0002063,2023-01-13,SKU036,BLR_WH,SUP03,221
RCPT0001993,PO0002064,2024-05-10,SKU036,BLR_WH,SUP03,215
RCPT0001994,PO0002065,2024-05-10,SKU036,BLR_WH,SUP03,233
RCPT0001995,PO0002066,2024-05-17,SKU036,BLR_WH,SUP03,249
RCPT0001996,PO0002067,2025-03-21,SKU036,BLR_WH,SUP03,209
RCPT0001997,PO0002068,2025-04-04,SKU036,BLR_WH,SUP03,235
RCPT0001998,PO0002070,2025-08-22,SKU036,BLR_WH,SUP03,223
RCPT0001999,PO0002069,2025-08-29,SKU036,BLR_WH,SUP03,209
RCPT0002000,PO0002071,2025-09-05,SKU036,BLR_WH,SUP03,243
RCPT0002001,PO0002072,2023-09-01,SKU036,MAA_WH,SUP03,202
RCPT0002002,PO0002073,2023-09-15,SKU036,MAA_WH,SUP03,208
RCPT0002003,PO0002074,2023-09-29,SKU036,MAA_WH,SUP03,213
RCPT0002004,PO0002075,2024-10-18,SKU036,MAA_WH,SUP03,208
RCPT0002005,PO0002076,2024-10-18,SKU036,MAA_WH,SUP03,218
RCPT0002006,PO0002077,2024-11-01,SKU036,MAA_WH,SUP03,227
RCPT0002007,PO0002078,2025-07-11,SKU036,MAA_WH,SUP03,204
RCPT0002008,PO0002079,2025-07-11,SKU036,MAA_WH,SUP03,220
RCPT0002009,PO0002080,2025-07-18,SKU036,MAA_WH,SUP03,238
RCPT0002010,PO0002081,2025-08-01,SKU036,MAA_WH,SUP03,258
RCPT0002011,PO0002082,2023-01-06,SKU036,NCR_WH,SUP03,268
RCPT0002012,PO0002083,2023-01-06,SKU036,NCR_WH,SUP03,274
RCPT0002013,PO0002084,2023-01-06,SKU036,NCR_WH,SUP03,280
RCPT0002014,PO0002085,2023-01-13,SKU036,NCR_WH,SUP03,289
RCPT0002015,PO0002086,2024-05-03,SKU036,NCR_WH,SUP03,214
RCPT0002016,PO0002087,2024-05-17,SKU036,NCR_WH,SUP03,246
RCPT0002017,PO0002088,2024-10-11,SKU036,NCR_WH,SUP03,206
RCPT0002018,PO0002090,2024-10-18,SKU036,NCR_WH,SUP03,239
RCPT0002019,PO0002089,2024-10-25,SKU036,NCR_WH,SUP03,223
RCPT0002020,PO0002091,2024-10-25,SKU036,NCR_WH,SUP03,258
RCPT0002021,PO0002092,2025-05-16,SKU036,NCR_WH,SUP03,214
RCPT0002022,PO0002093,2025-05-23,SKU036,NCR_WH,SUP03,243
RCPT0002023,PO0002094,2025-08-15,SKU036,NCR_WH,SUP03,216
RCPT0002024,PO0002095,2025-08-22,SKU036,NCR_WH,SUP03,244
RCPT0002025,PO0002099,2023-03-17,SKU036,BOM_WH,SUP03,203
RCPT0002026,PO0002100,2023-03-24,SKU036,BOM_WH,SUP03,223
RCPT0002027,PO0002101,2023-07-21,SKU036,BOM_WH,SUP03,219
RCPT0002028,PO0002102,2023-07-28,SKU036,BOM_WH,SUP03,240
RCPT0002029,PO0002103,2023-08-04,SKU036,BOM_WH,SUP03,262
RCPT0002030,PO0002104,2024-02-09,SKU036,BOM_WH,SUP03,207
RCPT0002031,PO0002105,2024-02-16,SKU036,BOM_WH,SUP03,258
RCPT0002032,PO0002106,2024-03-01,SKU036,BOM_WH,SUP03,299
RCPT0002033,PO0002107,2024-05-31,SKU036,BOM_WH,SUP03,252
RCPT0002034,PO0002108,2024-06-07,SKU036,BOM_WH,SUP03,291
RCPT0002035,PO0002109,2024-06-07,SKU036,BOM_WH,SUP03,338
RCPT0002036,PO0002110,2024-10-25,SKU036,BOM_WH,SUP03,243
RCPT0002037,PO0002111,2024-11-01,SKU036,BOM_WH,SUP03,282
RCPT0002038,PO0002112,2025-01-10,SKU036,BOM_WH,SUP03,206
RCPT0002039,PO0002113,2025-01-24,SKU036,BOM_WH,SUP03,257
RCPT0002040,PO0002114,2025-03-21,SKU036,BOM_WH,SUP03,201
RCPT0002041,PO0002117,2025-03-21,SKU036,BOM_WH,SUP03,338
RCPT0002042,PO0002115,2025-03-28,SKU036,BOM_WH,SUP03,279
RCPT0002043,PO0002116,2025-03-28,SKU036,BOM_WH,SUP03,338
RCPT0002044,PO0002118,2025-04-04,SKU036,BOM_WH,SUP03,338
RCPT0002045,PO0002119,2025-08-22,SKU036,BOM_WH,SUP03,242
RCPT0002046,PO0002120,2025-08-22,SKU036,BOM_WH,SUP03,277
RCPT0002047,PO0002121,2025-09-05,SKU036,BOM_WH,SUP03,324
RCPT0002048,PO0002125,2023-04-21,SKU037,BLR_WH,SUP04,187
RCPT0002049,PO0002126,2023-04-28,SKU037,BLR_WH,SUP06,200
RCPT0002050,PO0002128,2023-11-17,SKU037,BLR_WH,SUP06,206
RCPT0002051,PO0002127,2023-12-01,SKU037,BLR_WH,SUP04,191
RCPT0002052,PO0002129,2024-04-26,SKU037,BLR_WH,SUP07,192
RCPT0002053,PO0002130,2024-04-26,SKU037,BLR_WH,SUP07,209
RCPT0002054,PO0002131,2024-05-03,SKU037,BLR_WH,SUP07,224
RCPT0002055,PO0002132,2025-01-24,SKU037,BLR_WH,SUP04,191
RCPT0002056,PO0002133,2025-01-31,SKU037,BLR_WH,SUP07,213
RCPT0002057,PO0002134,2025-02-21,SKU037,BLR_WH,SUP04,234
RCPT0002058,PO0002135,2025-10-31,SKU037,BLR_WH,SUP04,193
RCPT0002059,PO0002136,2025-11-07,SKU037,BLR_WH,SUP04,204
RCPT0002060,PO0002137,2025-11-14,SKU037,BLR_WH,SUP04,213
RCPT0002061,PO0002138,2023-05-19,SKU037,MAA_WH,SUP07,199
RCPT0002062,PO0002139,2023-06-02,SKU037,MAA_WH,SUP04,260
RCPT0002063,PO0002140,2023-06-02,SKU037,MAA_WH,SUP04,263
RCPT0002064,PO0002142,2023-10-27,SKU037,MAA_WH,SUP06,221
RCPT0002065,PO0002141,2023-11-03,SKU037,MAA_WH,SUP04,197
RCPT0002066,PO0002143,2024-01-05,SKU037,MAA_WH,SUP06,198
RCPT0002067,PO0002145,2024-02-16,SKU037,MAA_WH,SUP06,248
RCPT0002068,PO0002144,2024-02-23,SKU037,MAA_WH,SUP04,214
RCPT0002069,PO0002146,2024-03-01,SKU037,MAA_WH,SUP07,263
RCPT0002070,PO0002147,2024-06-28,SKU037,MAA_WH,SUP07,225
RCPT0002071,PO0002148,2024-06-28,SKU037,MAA_WH,SUP06,263
RCPT0002072,PO0002149,2024-11-01,SKU037,MAA_WH,SUP07,195
RCPT0002073,PO0002150,2024-11-01,SKU037,MAA_WH,SUP07,222
RCPT0002074,PO0002151,2024-11-08,SKU037,MAA_WH,SUP06,244
RCPT0002075,PO0002152,2025-02-07,SKU037,MAA_WH,SUP07,186
RCPT0002076,PO0002153,2025-02-14,SKU037,MAA_WH,SUP07,240
RCPT0002077,PO0002154,2025-05-02,SKU037,MAA_WH,SUP07,183
RCPT0002078,PO0002155,2025-05-23,SKU037,MAA_WH,SUP04,227
RCPT0002079,PO0002156,2025-05-30,SKU037,MAA_WH,SUP06,193
RCPT0002080,PO0002157,2025-08-29,SKU037,MAA_WH,SUP06,197
RCPT0002081,PO0002158,2025-08-29,SKU037,MAA_WH,SUP06,222
RCPT0002082,PO0002161,2023-06-02,SKU037,NCR_WH,SUP07,235
RCPT0002083,PO0002162,2023-06-23,SKU037,NCR_WH,SUP07,263
RCPT0002084,PO0002163,2023-06-23,SKU037,NCR_WH,SUP07,263
RCPT0002085,PO0002165,2023-12-01,SKU037,NCR_WH,SUP04,251
RCPT0002086,PO0002164,2023-12-08,SKU037,NCR_WH,SUP04,201
RCPT0002087,PO0002166,2023-12-08,SKU037,NCR_WH,SUP04,263
RCPT0002088,PO0002167,2023-12-15,SKU037,NCR_WH,SUP07,263
RCPT0002089,PO0002168,2024-04-26,SKU037,NCR_WH,SUP07,198
RCPT0002090,PO0002169,2024-05-17,SKU037,NCR_WH,SUP04,231
RCPT0002091,PO0002170,2024-05-31,SKU037,NCR_WH,SUP07,192
RCPT0002092,PO0002172,2024-08-02,SKU037,NCR_WH,SUP06,232
RCPT0002093,PO0002171,2024-08-16,SKU037,NCR_WH,SUP07,200
RCPT0002094,PO0002173,2024-11-15,SKU037,NCR_WH,SUP06,215
RCPT0002095,PO0002174,2024-11-15,SKU037,NCR_WH,SUP06,259
RCPT0002096,PO0002176,2025-01-17,SKU037,NCR_WH,SUP06,247
RCPT0002097,PO0002175,2025-01-31,SKU037,NCR_WH,SUP04,198
RCPT0002098,PO0002178,2025-04-04,SKU037,NCR_WH,SUP07,237
RCPT0002099,PO0002179,2025-04-11,SKU037,NCR_WH,SUP06,263
RCPT0002100,PO0002177,2025-04-18,SKU037,NCR_WH,SUP04,192
RCPT0002101,PO0002180,2025-07-18,SKU037,NCR_WH,SUP04,199
RCPT0002102,PO0002181,2025-07-18,SKU037,NCR_WH,SUP07,247
RCPT0002103,PO0002182,2025-07-18,SKU037,NCR_WH,SUP07,263
RCPT0002104,PO0002183,2025-08-01,SKU037,NCR_WH,SUP07,263
RCPT0002105,PO0002184,2023-06-23,SKU037,BOM_WH,SUP07,197
RCPT0002106,PO0002185,2023-06-23,SKU037,BOM_WH,SUP04,240
RCPT0002107,PO0002186,2023-06-23,SKU037,BOM_WH,SUP07,263
RCPT0002108,PO0002187,2023-07-14,SKU037,BOM_WH,SUP07,263
RCPT0002109,PO0002188,2024-01-26,SKU037,BOM_WH,SUP07,200
RCPT0002110,PO0002189,2024-01-26,SKU037,BOM_WH,SUP06,249
RCPT0002111,PO0002190,2024-02-16,SKU037,BOM_WH,SUP04,263
RCPT0002112,PO0002191,2024-06-21,SKU037,BOM_WH,SUP04,201
RCPT0002113,PO0002192,2024-06-21,SKU037,BOM_WH,SUP04,247
RCPT0002114,PO0002193,2024-07-05,SKU037,BOM_WH,SUP07,263
RCPT0002115,PO0002194,2024-07-12,SKU037,BOM_WH,SUP04,263
RCPT0002116,PO0002195,2025-01-24,SKU037,BOM_WH,SUP07,186
RCPT0002117,PO0002196,2025-02-14,SKU037,BOM_WH,SUP04,236
RCPT0002118,PO0002200,2025-05-02,SKU037,BOM_WH,SUP06,263
RCPT0002119,PO0002197,2025-05-09,SKU037,BOM_WH,SUP04,187
RCPT0002120,PO0002198,2025-05-16,SKU037,BOM_WH,SUP04,220
RCPT0002121,PO0002199,2025-05-23,SKU037,BOM_WH,SUP04,261
RCPT0002122,PO0002201,2025-11-21,SKU037,BOM_WH,SUP06,202
RCPT0002123,PO0002202,2025-12-05,SKU037,BOM_WH,SUP04,248
RCPT0002124,PO0002203,2023-09-29,SKU038,BLR_WH,SUP02,184
RCPT0002125,PO0002204,2023-10-06,SKU038,BLR_WH,SUP02,189
RCPT0002126,PO0002205,2025-01-10,SKU038,BLR_WH,SUP02,188
RCPT0002127,PO0002206,2023-09-29,SKU038,MAA_WH,SUP02,183
RCPT0002128,PO0002207,2023-09-29,SKU038,MAA_WH,SUP02,187
RCPT0002129,PO0002208,2024-12-27,SKU038,MAA_WH,SUP02,187
RCPT0002130,PO0002209,2025-01-03,SKU038,MAA_WH,SUP02,192
RCPT0002131,PO0002211,2024-04-05,SKU038,NCR_WH,SUP02,191
RCPT0002132,PO0002210,2024-04-19,SKU038,NCR_WH,SUP03,186
RCPT0002133,PO0002212,2024-02-16,SKU038,BOM_WH,SUP02,184
RCPT0002134,PO0002213,2024-02-23,SKU038,BOM_WH,SUP02,188
RCPT0002135,PO0002214,2023-07-07,SKU039,BLR_WH,SUP08,227
RCPT0002136,PO0002215,2023-07-21,SKU039,BLR_WH,SUP08,233
RCPT0002137,PO0002216,2025-04-11,SKU039,BLR_WH,SUP08,225
RCPT0002138,PO0002217,2025-04-18,SKU039,BLR_WH,SUP01,231
RCPT0002139,PO0002218,2025-04-25,SKU039,BLR_WH,SUP08,236
RCPT0002140,PO0002219,2023-07-07,SKU039,MAA_WH,SUP08,225
RCPT0002141,PO0002220,2023-07-14,SKU039,MAA_WH,SUP08,227
RCPT0002142,PO0002221,2023-03-03,SKU039,NCR_WH,SUP08,225
